,bias,message,label,text,Name,Last Name,Party,Party_Bias,Party_Message
3414,neutral,support,From: Bob Gibbs (Representative from Ohio),"Today, we reflect and remember those who died on September 11th. We must also thank those who protect us at home and abroad every day. We will never forget the brave Americans we lost and their acts of courage on that day will continue to make us all proud to be Americans.",Bob Gibbs,Gibbs,R,R-neutral,R-support
3415,partisan,support,From: Bob Gibbs (Representative from Ohio),Join Rep. Larry Bucshon and I on Wednesday at 2:00pm at the Transportation and Infrastructure Committee Facebook page for a LIVE question and answer session on our experience in the #driverless car.,Bob Gibbs,Gibbs,R,R-partisan,R-support
3416,partisan,policy,From: Bob Gibbs (Representative from Ohio),Did you know that tax compliance costs are 65 percent higher for small businesses than for big businesses? Like if you are ready for real reforms to the tax code.,Bob Gibbs,Gibbs,R,R-partisan,R-policy
3417,neutral,constituency,From: Bob Gibbs (Representative from Ohio),Thank you to everyone who came out tonight in Hartville. It was great hearing what was on your mind and answering your questions.,Bob Gibbs,Gibbs,R,R-neutral,R-constituency
3418,neutral,policy,From: Bob Gibbs (Representative from Ohio),What are your thoughts on the delay concerning the Employer Mandate in Obamacare?,Bob Gibbs,Gibbs,R,R-neutral,R-policy
3419,neutral,personal,From: Bob Gibbs (Representative from Ohio),An old one of me and my kids. Happy Father's Day to all of the Dads out there today.,Bob Gibbs,Gibbs,R,R-neutral,R-personal
3420,neutral,mobilization,From: Bob Gibbs (Representative from Ohio),The Department of Veterans Services is now accepting nominations for the Ohio Veterans Hall of Fame.  Be sure to submit your nomination by June 30th.  http://bit.ly/YgOPVZ,Bob Gibbs,Gibbs,R,R-neutral,R-mobilization
3421,neutral,personal,From: Bob Gibbs (Representative from Ohio),"A member of my staff will be holding office hours today from 12pm-2pm in Knox County.  Mt. Vernon Library 201 N. Mulberry St. Mt. Vernon, OH 43050",Bob Gibbs,Gibbs,R,R-neutral,R-personal
3422,neutral,personal,From: Chris Gibson (Representative from New York),Congrats to Nina Postupack and the Gills for their awards from the Rip Van Winkle Council of the @boyscouts of America.,Chris Gibson,Gibson,R,R-neutral,R-personal
3423,neutral,media,From: Chris Gibson (Representative from New York),Pleased to help announce more Federal & State funding for the big NRCS Flood Mitigation Project in Schoharie County. http://t.co/bJMu8nOKpy,Chris Gibson,Gibson,R,R-neutral,R-media
3424,neutral,personal,From: Chris Gibson (Representative from New York),With Eagle Scout Stephen Pelletier at the monthly breakfast at the Sullivan-Jones VFW Post in Poestenkill on Sunday.,Chris Gibson,Gibson,R,R-neutral,R-personal
3425,neutral,support,From: Paul Gosar (Representative from Arizona),"For the third time in as many weeks, I am extremely pleased to see the Senate pass one of my sponsored bills, this time, honoring one of ArizonaÛªs greatest public servants, Barry Goldwater. My bill would designate the post office located at 442 Miller Valley Road in Prescott, Arizona, as the ÛÏBarry M. Goldwater Post Office"".  Barry Goldwater paved the way for the modern Conservative movement while continuing to fight for the principals passed down to us from the founding fathers including advocating for limited government and protecting individual liberty. Above all else, regardless of political ideology, Barry Goldwater will always be remembered for his integrity and patriotism. LIKE and SHARE this post if you agree.",Paul Gosar,Gosar,R,R-neutral,R-support
3426,neutral,personal,From: Paul Gosar (Representative from Arizona),"Today, my former Press Intern, Lilia Dashevsky, gave her senior speech at Phoenix Country Day. Lilia is an extremely accomplished young woman with a bright future ahead of her. It is comforting to know that we have brilliant young people, like Lilia, who are actively engaged in building a better future for all Arizonans. I am very proud of her.",Paul Gosar,Gosar,R,R-neutral,R-personal
3427,partisan,attack,From: Paul Gosar (Representative from Arizona),"Today I spoke at a press conference with my colleagues including Congressman Steve Daines and Senator Ted Cruz opposing the creation of an internet sales tax.   As a former small business owner, I know that entrepreneurs face many challenges that threaten their success. An online sales tax punishes retailers for not having a physical presence in all 50 states and is bad for small businesses and bad for growing a 21st century economy. I have a position of no new taxes. Period. I will continue to fight misguided legislation that imposes new taxes and burdens on hard-working American families. Click the link below to read my press release from the event.",Paul Gosar,Gosar,R,R-partisan,R-attack
3428,neutral,policy,From: Paul Gosar (Representative from Arizona),"This weeks #WasteWednesday:   From the Washington Times, ""Earlier this month, the Government Accountability Office (GAO) testified before Congress that federal agencies made more than $100 billion in improper payments last year. To put that number in perspective, $100 billion is more than the combined total budgets of the Coast Guard, U.S. Immigration and Customs Enforcement agency, Border Patrol, Secret Service and the Federal Emergency Management Agency ÛÓ a lot more.""  Click the link below to read more: http://m.washingtontimes.com/news/2014/jul/18/chougule-unfathomable-billions-in-government-waste/",Paul Gosar,Gosar,R,R-neutral,R-policy
3429,neutral,support,From: Paul Gosar (Representative from Arizona),"My thoughts and prayers are with the family and friends of Stan Turley, former Speaker of the Arizona House and President of the Arizona Senate, who passed away recently. He was a great man, a true statesman, and served our great state honorably.",Paul Gosar,Gosar,R,R-neutral,R-support
3430,partisan,policy,From: Paul Gosar (Representative from Arizona),"Tune in to Fox News tomorrow morning at 6:20AM (AZ) to watch me discuss a new bill I co-sponsored, the SNAP Verify Act of 2014, which would prevent waste and fraud in the Supplemental Nutrition Assistance Program (SNAP).",Paul Gosar,Gosar,R,R-partisan,R-policy
3431,partisan,policy,From: Paul Gosar (Representative from Arizona),"Today, I voted to delay implementation of Obamacare with the intention that in the next year we will scrap the worst law Congress has passed since Prohibition. This law represents the single largest peace-time tax increase on an already over-taxed American public. Obamacare destroys the relationship patients have with their doctors and puts bureaucrats in the middle. The impact of this law has cost workers their jobs, raised policy premiums and limited health options.  President Obama already admitted that his law was unworkable. Democrats have admitted it is a ÛÏtrain wreckÛ ÛÒ a phrase that insults train wrecks. Employers and labor unions agreed this law is misguided.  As this train wreck plows full steam ahead toward the American people, I will make every effort to save my constituents from this disaster. TodayÛªs vote is a part of that effort.",Paul Gosar,Gosar,R,R-partisan,R-policy
3432,partisan,information,From: Paul Gosar (Representative from Arizona),Help raise the alarm on government abuse and overreach July 1st in Prescott at a Congressional Field Hearing.,Paul Gosar,Gosar,R,R-partisan,R-information
3433,neutral,policy,From: Paul Gosar (Representative from Arizona),"I will hold a business roundtable in Jerome on Friday, June 21st. 
 
 I hope you can join me at this event to discuss tax and regulatory reform, Obamacare and other issues facing businesses.",Paul Gosar,Gosar,R,R-neutral,R-policy
3434,neutral,personal,From: Paul Gosar (Representative from Arizona),I recently launched my Wildfire Prevention webpage on my House website.  On the site you can follow the latest wildfire stories from Arizona and learn about my Catastrophic Wildfire Prevention Act of 2013.,Paul Gosar,Gosar,R,R-neutral,R-personal
3435,neutral,constituency,From: Paul Gosar (Representative from Arizona),"With 40 employers in attendance, I hope to see you at the career fair I am hosting with Goodwill of Central Arizona .   Thursday, May 2nd 10am - 2pm",Paul Gosar,Gosar,R,R-neutral,R-constituency
3436,neutral,constituency,From: Paul Gosar (Representative from Arizona),Thank you to all of the volunteers who participated in my Adopt-a-Highway cleanup event this past weekend in Chino Valley.,Paul Gosar,Gosar,R,R-neutral,R-constituency
3437,neutral,policy,From: Paul Gosar (Representative from Arizona),Do you believe those in Congress should compromise their principles or work together on areas where they find common ground?,Paul Gosar,Gosar,R,R-neutral,R-policy
3438,neutral,policy,From: Trey Gowdy (Representative from South Carolina),Happening TODAY. Watch Oversight Hearing live at 9:30 am ET:,Trey Gowdy,Gowdy,R,R-neutral,R-policy
3439,neutral,personal,From: Morgan Griffith (Representative from Virginia),"This week's topics: President Allows Nations with Emerging Economies to Pick Carcass of U.S. Economy, and the VA.",Morgan Griffith,Griffith,R,R-neutral,R-personal
3440,partisan,personal,From: Morgan Griffith (Representative from Virginia),"To read Rep. Griffith's statement on the anniversary of the September 11, 2012 terrorist attacks on the U.S. Consulate in Benghazi, Libya, please click on the link below.",Morgan Griffith,Griffith,R,R-partisan,R-personal
3441,neutral,policy,From: Morgan Griffith (Representative from Virginia),"Did you miss Rep. Griffith's weekly column?  If so, you can check it out by clicking on the link below!",Morgan Griffith,Griffith,R,R-neutral,R-policy
3442,partisan,support,From: Morgan Griffith (Representative from Virginia),Don't miss Rep. Griffith on The Blaze TV tonight!  He will be on a program with Doc Thompson that begins airing at 7pm.,Morgan Griffith,Griffith,R,R-partisan,R-support
3443,neutral,media,From: Morgan Griffith (Representative from Virginia),Congressman Griffith today reintroduced the bipartisan Protecting Lawful Transportation of Firearms Act.  Click on the link below for his statement on the bill.,Morgan Griffith,Griffith,R,R-neutral,R-media
3444,neutral,support,From: Tulsi Gabbard (Representative from Hawaii),"Mahalo to the community leaders from Hawai'i who stopped by to meet with Congresswoman Tulsi Gabbard today while they visited Washington, DC.  The State Representatives and Senators are in town for the National Conference of State Legislatures Fall Forum and spoke with Rep. Gabbard about ideas and concerns including transportation, healthcare, the Marketplace Fairness Act, and other important issues that affect the people of Hawai'i.  Top photo: Sen. Maile Shimabukuro, Representative Scott Ishimoto, Tezcan Inanlar (Regional Director, Pacifica Institute), Sen. J. Kalani English, Congressman-elect Mark Takai, Sen. Clarence Nishihara, Corina Eckl (State Services Division Director, National Conference of State Legislatures), and Irene Kawanabe (Program Director, National Conference of State Legislatures).  Left photo: Trevor Takahashi, Volunteer Legislative Representative for the International Association of Machinists & Aerospace Workers.  Center photo: Sherry Menor-McNamara, President & CEO for the Chamber of Commerce Hawai'i, with Enrico Fontana, PhD Managing Director for Ansaldo Honolulu.  Right photo:  Hawai'i State Senator Brickwood Galuteria.",Tulsi Gabbard,Gabbard,D,D-neutral,D-support
3445,neutral,personal,From: Tulsi Gabbard (Representative from Hawaii),The Robotics Teams from Kohala High and Kohala Middle showed off their STEM skills to Congresswoman Tulsi Gabbard today and even let her test drive one of their robots!  Rep. Gabbard honored the students and their mentors for a successful 2013-2014 season and wished them the best in the year ahead.,Tulsi Gabbard,Gabbard,D,D-neutral,D-personal
3446,neutral,personal,From: Tulsi Gabbard (Representative from Hawaii),"IÛªm updating my Facebook cover photo and IÛªd like your help! Submit your favorite photo taken in HawaiÛ÷i to be considered for my Facebook cover photo. To enter, email a high-resolution photo, along with your name and where the photo was taken, to GabbardPhotoContest@gmail.com by August 15. Contest information and rules are available here: http://tinyurl.com/njdmone. -TG",Tulsi Gabbard,Gabbard,D,D-neutral,D-personal
3447,neutral,policy,From: Tulsi Gabbard (Representative from Hawaii),"Breaking: U.S. Senate votes to block Military Justice Improvement Act:  ÛÏOver the past year, Senator Gillibrand and I, along with a group of bipartisan members, have elevated the conversation about military sexual assault to the forefront.  It is a topic that is widely misunderstood, and one that has been swept under the rug for too long.  While I'm disappointed the Senate did not pass the Military Justice Improvement Act today, our fight for justice is far from over.  Men and women in our uniformed ranks deserve a system of justice system that works for them, and leadership that truly has zero tolerance for sexual assault in the ranks.Û -TG",Tulsi Gabbard,Gabbard,D,D-neutral,D-policy
3448,neutral,personal,From: Tulsi Gabbard (Representative from Hawaii),"Congresswoman Tulsi Gabbard is back home in Hawai'i after 2 weeks of National Guard training in Missouri.  This morning, she will attend the YMCA of HonoluluÛªs 63rd Annual Youth in Government Opening Day Ceremony at the Hawai'i State Capitol to administer the oath of office to students serving as delegates and elected officers as they begin their 2014 Legislative Session.  This evening, the congresswoman will meet with members of the National Association for the Advancement of Colored People (NAACP) and recognize service award recipients at the organization's Annual Dr. Martin Luther King, Jr. Awards Gala.",Tulsi Gabbard,Gabbard,D,D-neutral,D-personal
3449,neutral,support,From: Tulsi Gabbard (Representative from Hawaii),"Congresswoman Tulsi Gabbard shares her goals, journey, and appreciation for her home of Hawai`i in the July issue of VOGUE Magazine. Check out the full article at the link below.",Tulsi Gabbard,Gabbard,D,D-neutral,D-support
3450,neutral,policy,From: Alcee Hastings (Representative from Florida),"05/20/2014 - Rep. Hastings speaks on the P5+1 negotiations in Iran during a meeting of the House Rules Committee on HR 3361, the USA Freedom Act, and H.R. 4435, the National Defense Authorization Act for Fiscal Year 2015",Alcee Hastings,Hastings,D,D-neutral,D-policy
3451,neutral,support,From: RubÌ©n Hinojosa (Representative from Texas),"Congratulations to Karnes City ISD for securing a federal grant of over $600,000 from the U.S. Department of Education to fund some very important programs for their students. Please read the link below for the details!",RubÌ©n Hinojosa,Hinojosa,D,D-neutral,D-support
3452,neutral,personal,From: RubÌ©n Hinojosa (Representative from Texas),"Just a reminder that on Monday, September 22 at 5:00 pm in Falfurrias, my office, along with the Department of Agriculture is hosting a Housing and Information Fair. We look forward to seeing you all there!",RubÌ©n Hinojosa,Hinojosa,D,D-neutral,D-personal
3453,partisan,information,From: Steny Hoyer (Representative from Maryland),"TodayÛªs strong jobs report for October makes it clear that our economy is steadily adding jobs and that there is potential for further growth if Congress can take action in a bipartisan way.  With 209,000 private sector jobs created and the unemployment rate falling to 5.8%, the ingredients for strong growth and a more competitive economy are there.  Congress needs to act and tap into this potential by investing in education, innovation, and infrastructure and by encouraging businesses to locate and expand here in America, including passing legislation from House DemocratsÛª Make It In America jobs plan. http://1.usa.gov/1vUlJpW",Steny Hoyer,Hoyer,D,D-partisan,D-information
3454,neutral,mobilization,From: Steny Hoyer (Representative from Maryland),"I join in celebrating Best Buddies International ÛÏIÛªm In To Hire DayÛ because people with special needs are skilled, productive, and employable. I fought to pass the Americans with Disabilities Act, and I will continue to work to make sure American businesses are inclusive. ÛÏShareÛ or ÛÏLikeÛ if you support an inclusive workplace for people with intellectual and developmental disabilities. #ImInToHire",Steny Hoyer,Hoyer,D,D-neutral,D-mobilization
3455,neutral,support,From: Steny Hoyer (Representative from Maryland),"I enjoyed attending LULAC.'s ACTober Advocacy Day this afternoon to discuss issues of importance to the Latino community, including health care, education, and immigration reform.",Steny Hoyer,Hoyer,D,D-neutral,D-support
3456,partisan,attack,From: Steny Hoyer (Representative from Maryland),"HereÛªs a look back at House RepublicansÛª failed record when it comes to addressing job creation and supporting economic growth, despite their promises to make both issues top priorities. http://1.usa.gov/1qJolXZ",Steny Hoyer,Hoyer,D,D-partisan,D-attack
3457,neutral,personal,From: Steny Hoyer (Representative from Maryland),I join in congratulating Secretary Shaun Donovan on his nomination to serve as the next Director of the Office of Management and Budget and Mayor JuliÌÁn Castro on his nomination as Secretary of Housing and Urban Development. http://1.usa.gov/1gXwZ3M,Steny Hoyer,Hoyer,D,D-neutral,D-personal
3458,partisan,policy,From: Steny Hoyer (Representative from Maryland),"TodayÛªs schedule: With only 12 scheduled legislative days remaining until the end of the year, House Republicans are wasting time with their 46th vote to undermine the Affordable Care Act.",Steny Hoyer,Hoyer,D,D-partisan,D-policy
3459,partisan,policy,From: Steny Hoyer (Representative from Maryland),"TodayÛªs schedule: The Republican-led House of Representatives continues to waste time without taking action on legislation to create jobs, ENDA, or comprehensive immigration reform.",Steny Hoyer,Hoyer,D,D-partisan,D-policy
3460,neutral,support,From: Steny Hoyer (Representative from Maryland),"Congratulations to Lorraine Miller, a trailblazing leader who has served our country with distinction, who will do an outstanding job leading the NAACP as its interim President and CEO.",Steny Hoyer,Hoyer,D,D-neutral,D-support
3461,partisan,policy,From: Steny Hoyer (Representative from Maryland),"On ÛÏJansing & Co.Û this morning, I talked about the need to stop the Republicans government shutdown, and then work on a long-term bipartisan solution to our fiscal challenges, as Democrats have long called for. http://1.usa.gov/17Chkj3",Steny Hoyer,Hoyer,D,D-partisan,D-policy
3462,neutral,personal,From: Steny Hoyer (Representative from Maryland),Today is National Voter Registration Day.  Take the opportunity  to register to vote so that you can cast your ballot and make sure that your voice is heard on the next Election Day in your state or community.  http://bit.ly/1bDs43R,Steny Hoyer,Hoyer,D,D-neutral,D-personal
3463,neutral,policy,From: Steny Hoyer (Representative from Maryland),TodayÛªs schedule: The House of Representatives is beginning debate on the Department of Defense Appropriations Act and related amendments http://1.usa.gov/1bJvaDe,Steny Hoyer,Hoyer,D,D-neutral,D-policy
3464,neutral,support,From: Steny Hoyer (Representative from Maryland),"TodayÛªs schedule: The House is allowing a vote on the bipartisan, Senate-passed Violence Against Women Act but House Republicans wonÛªt also bring forward a solution to avert the sequester: http://1.usa.gov/VQ1CLt",Steny Hoyer,Hoyer,D,D-neutral,D-support
3465,partisan,attack,From: Steny Hoyer (Representative from Maryland),"TodayÛªs schedule: There are only three legislative days left until the irrational sequester, but instead of taking action to reach a balanced compromise, House Republicans are voting on a suspension bill, again. http://1.usa.gov/XdwHrZ",Steny Hoyer,Hoyer,D,D-partisan,D-attack
3466,partisan,information,From: Steny Hoyer (Representative from Maryland),Honored to introduce former President Bill Clinton today as he wrapped up the Democratic Issues Conference. His legacy of leadership is one from which we can draw lessons in facing today's challenges.,Steny Hoyer,Hoyer,D,D-partisan,D-information
3467,partisan,policy,From: Michael Honda (Representative from California),I am angered by the Supreme CourtÛªs ruling in the Hobby Lobby case. This decision is an attack on both womenÛªs health and the Affordable Care Act. Companies do not have the right to impose their religious beliefs on the women who work for them. ,Michael Honda,Honda,D,D-partisan,D-policy
3468,neutral,personal,From: Michael Honda (Representative from California),"IåÊam so proud of my mother, who raised me and supported our family through internment, and then as a San Jose strawberry sharecropper. She was able to provide my siblings and me with opportunities she would never have imagined. In our modern, complex world, raising a family requires so much more. #WhatMothersNeed today is the support toåÊachieve the same things for their families. #EqualPay #AffordableChildcare #PaidSickDays #PaidFamilyLeave #TBT",Michael Honda,Honda,D,D-neutral,D-personal
3469,neutral,personal,From: Michael Honda (Representative from California),"I am sad to report that although early reports indicated that there were no casualties in the crash of Asiana 214 at SFO earlier today, it has become clear that there were at least two fatalities and up to 60 injured persons. My thoughts go out to the families of the passengers and our hard working emergency responders.",Michael Honda,Honda,D,D-neutral,D-personal
3470,neutral,information,From: Michael Honda (Representative from California),"Yesterday, speaking on the floor of the House of Representatives, I shared a story that is close to my heart. A few years ago, my 96 year old mother was diagnosed with an aneurysm close to her heart. Due to her advanced age, the doctors believed that surgery was too risky. A few years later that aneurysm got worse, endangering her life. She was re-evaluated, and the doctors concluded that she would not survive without surgery.  Putting her faith in her doctors, in our healthcare system and in her god, she chose to have the surgery. Fortunately she made a full recovery. However, none of this would have been possible without Medicare. My mother worked her entire life as a domestic worker, and did not have a private pension or any option other than Medicare. As Congressional Republicans look for an easy way out on these issues, it is people like my mother who are left behind. This is a personal issue to me and the millions of American families with similar stories.  Republicans have tried for years to destroy Medicare by turning it in to a voucher program. They would break the promise we made to our nationÛªs seniors, that if they worked hard they would be taken care of in their old age. Medicare is the most efficient health plan in our country, boasting an overhead of only 2%. The problem isnÛªt Medicare; itÛªs the rising cost of healthcare.   One major reason our healthcare costs keep going up is because we have not changed the way patients and doctors see each other. We must be innovative and creative in tackling the cost of healthcare. As the Representative of Silicon Valley, I have led the way in this by promoting innovative technologies such a telemedicine, personal health connected devices, and other tools. I will be reintroducing the Healthcare Innovation and Marketplace Technologies Act later this year to continue this effort. Most importantly, however, I will continue to stand with my friends here in the Congress to protect Medicare and the Medicare guarantee.",Michael Honda,Honda,D,D-neutral,D-information
3471,partisan,support,From: Michael Honda (Representative from California),"I applaud the PresidentÛªs speech tonight regarding jobs and technology. We must ensure the resilience of the American worker, and the adaptability and innovation inherent in our economy, to keep us at the forefront of global competitiveness.  This is the Silicon Valley way of life and business, where the manufacturing sector employs 1 in 5 workers (more than twice the national average), where breakthrough ideas are cultivated, and where the worldÛªs most successful visionaries and businesses call home.   If we renew our national commitment to winning the manufacturing jobs of the future, bringing Silicon Valley sense to Washington, and employ strategies that play to our nationÛªs natural strengths, we should see a new golden age of American manufacturing.",Michael Honda,Honda,D,D-partisan,D-support
3472,neutral,support,From: Brian Higgins (Representative from New York),"The Buffalo Public Schools will receive a $45,000 federal grant from the United States Department of Agriculture (USDA).  The grant money will be used to help with the development of a plan for Buffalo Public Schools to expand the use of food from local farmers to be served in school cafeterias.  The Farm to School Program is a great way to teach students about nutrition while supporting the local economy.",Brian Higgins,Higgins,D,D-neutral,D-support
3473,neutral,policy,From: Brian Higgins (Representative from New York),Today I was honored to recognize U.S. Army veteran Sergeant Benjamin Benally with the Purple Heart medal for injuries sustained while serving in Afghanistan. We are thankful for his brave service and sacrifices for our nation.  ,Brian Higgins,Higgins,D,D-neutral,D-policy
3474,partisan,support,From: Brian Higgins (Representative from New York),Today I led over 30 Members of the House of Representatives objecting to further funding cuts to the Urban Area Security Initiative (UASI) program and calling on the Department of Homeland Security to restore funding to all cities previously eligible for the program. This funding is crucial for helping local and state law enforcement prevent attacks in vulnerable regions and any further cuts would be irresponsible and threaten existing capability gains.,Brian Higgins,Higgins,D,D-partisan,D-support
3475,neutral,personal,From: Dean Heller (Senator from Nevada),"Bracken Walter ES Elementary School is an exemplary part of Nevada's education system, utilizing innovative strategies that prepare our youth for a bright future. The school had a feature video done on it. Last year, it was named as a prestigious Blue Ribbon School in Clark County.   Check out the video for yourself.",Dean Heller,Heller,R,R-neutral,R-personal
3476,neutral,personal,From: Dean Heller (Senator from Nevada),He did it! Reno's David Wise wins gold! #Sochi2014 #TeamUSA #BattleBorn #HomeMeansNevada,Dean Heller,Heller,R,R-neutral,R-personal
3477,partisan,policy,From: Gregg Harper (Representative from Mississippi),"In this season of sweeping resolutions, hereÛªs a chance to show how one small change can make a big difference.",Gregg Harper,Harper,R,R-partisan,R-policy
3478,neutral,information,From: Martin Heinrich (Senator from New Mexico),My reason #5 why the holidays in New Mexico canÛªt be beat: You can choose between skiing powder in Taos or tanning on powdered gypsum at White Sands.,Martin Heinrich,Heinrich,D,D-neutral,D-information
3479,neutral,personal,From: Martin Heinrich (Senator from New Mexico),"Starting the day off at the The Range CafÌ© with Sandoval County mayors. Huevos rancheros with red chile, please!",Martin Heinrich,Heinrich,D,D-neutral,D-personal
3480,neutral,policy,From: Jim Himes (Representative from Connecticut),I was on MSNBC's Daily Rundown this morning to talk about the president's ISIS strategy and why I believe Congress should debate and vote on authorizing U.S. military force against this terrorist group.,Jim Himes,Himes,D,D-neutral,D-policy
3481,partisan,policy,From: Jim Himes (Representative from Connecticut),Had a great time meeting tomorrowÛªs leaders at the Nathaniel Ely Head Start in Norwalk this morning! Head Start and early education programs are simply some of the best investments we can make to help children succeed and strengthen our communities.,Jim Himes,Himes,D,D-partisan,D-policy
3482,neutral,personal,From: Jim Himes (Representative from Connecticut),"No, this isn't an April Fools joke - I really do go clamming in Long Island Sound in my spare time:",Jim Himes,Himes,D,D-neutral,D-personal
3483,neutral,information,From: Jim Himes (Representative from Connecticut),"As we enter tax season, be sure to take advantage of the Earned Income Tax Credit if you are eligible, and make use of the Volunteer Income Tax Assistance (VITA) program if you need help preparing your return. Click here to learn more:",Jim Himes,Himes,D,D-neutral,D-information
3484,partisan,support,From: Jim Himes (Representative from Connecticut),Questions about how health care reform impacts your Medicare? Here's a short answer:,Jim Himes,Himes,D,D-partisan,D-support
3485,neutral,policy,From: Jim Himes (Representative from Connecticut),"I was on Face the State yesterday morning, discussing the Boston bombing case, sequestration, background check legislation, immigration reform, and more. -- Face The State - WFSB Channel 3 Eyewitness News",Jim Himes,Himes,D,D-neutral,D-policy
3486,neutral,personal,From: Duncan Hunter (Representative from California),#MarineheldinMexico -- call the Mexican embassy in the U.S. today and give your support for Andrew.  Please share this post after you call: 202-728-1600.  Requests to close the case in Andrew's favor have been filed--and the hope is for a final judgement any day.,Duncan Hunter,Hunter,R,R-neutral,R-personal
3487,partisan,policy,From: Richard Hanna (Representative from New York),My colleagues on the Transportation and Infrastructure Committee and I are keeping up our scrutiny of new federal regulations on truckers that make our roads less safe and increase costs for small businesses.   Upstate New Yorkers deserve to know that Washington bureaucrats don't make up rules that do more harm than good in the real world.  http://www.overdriveonline.com/house-members-call-for-gao-to-evaluate-fmcsas-methodology-in-creating-hours-rule/,Richard Hanna,Hanna,R,R-partisan,R-policy
3488,neutral,support,From: Richard Hanna (Representative from New York),"Beware of a phone scam pretending to be the IRS.  Remember to never give personal information over the phone, and if you get a call, report it to the IRS immediately.   http://internalrevenueservice.tumblr.com/post/65612861911/irs-warns-of-telephone-scam-report-irs-telephone",Richard Hanna,Hanna,R,R-neutral,R-support
3489,neutral,information,From: Richard Hanna (Representative from New York),"Met with Sherburne Mayor Acee and his staff about recovery efforts and viewed flood damage in Chenango County.
 
 Individuals and impacted municipalities should report damages to the New York State Flood Helpline at: 1-888-769-7243.",Richard Hanna,Hanna,R,R-neutral,R-information
3490,partisan,support,From: Richard Hanna (Representative from New York),"Great to speak with Virgil Thomas this morning. HeÛªs a Sherburne native who is participating in an internship on Capitol Hill. 
 
 Always nice to have another Upstater in Washington, D.C.",Richard Hanna,Hanna,R,R-partisan,R-support
3491,neutral,media,From: Richard Hanna (Representative from New York),I enjoyed chatting with Cortland High School's AP Government class early this morning.  I hope they did too - they asked great questions!,Richard Hanna,Hanna,R,R-neutral,R-media
3492,neutral,personal,From: Andy Harris (Representative from Maryland),"With Thanksgiving this week, here are some friendly reminders about kitchen safety. Do you have any tips that didn't make this list?",Andy Harris,Harris,R,R-neutral,R-personal
3493,neutral,information,From: Andy Harris (Representative from Maryland),"With the weather getting colder, here is information put out by the CDC on how to prepare for the winter weather.",Andy Harris,Harris,R,R-neutral,R-information
3494,neutral,support,From: Vicky Hartzler (Representative from Missouri),"It was 70 years ago today, as troops from the United States joined their allies for the historic D-Day invasion of France, that they received a message from General Dwight D. Eisenhower ÛÒ then Supreme Allied Commander in Europe: ""You are about to embark upon a great crusade, toward which we have striven these many months. The eyes of the world are upon you. The hopes and prayers of liberty loving people everywhere march with you Û_. I have full confidence in your courage, devotion to duty and skill in battle. We will accept nothing less than full victory! Good luck! And let us all beseech the blessings of Almighty God upon this great and noble undertaking.""  As a nation, we honor those brave men who stormed the beaches at Normandy, turning the tide of World War II and catapulting the U.S. and its allies to victory over the oppressive Nazi war machine. We say ""thank you"" to veterans, both present and past, and pledge to never forget the sacrifices they made to allow us to enjoy the freedoms we cherish today.",Vicky Hartzler,Hartzler,R,R-neutral,R-support
3495,neutral,media,From: Vicky Hartzler (Representative from Missouri),Last week I was honored to speak at the 41st March for Life. It was an amazing experience to talk about the importance of life with so many from around the country. ,Vicky Hartzler,Hartzler,R,R-neutral,R-media
3496,neutral,information,From: Vicky Hartzler (Representative from Missouri),Great photos and summary of General Ray Odierno's visit to Fort Leonard Wood earlier this week.,Vicky Hartzler,Hartzler,R,R-neutral,R-information
3497,neutral,policy,From: Vicky Hartzler (Representative from Missouri),Considering an inter-country adoption? Check out http://t.co/Lba18KjnqU #NAM13,Vicky Hartzler,Hartzler,R,R-neutral,R-policy
3498,neutral,policy,From: Vicky Hartzler (Representative from Missouri),"Today I was joined by 75 colleagues on both sides of the aisle in sending a letter to the Chairman and Ranking Members of the House Agriculture Committee. As the House and Senate to go conference on the Farm Bill, our letter urges them to retain the House Farm Bill provision repealing the duplicative and wasteful USDA Catfish Inspection program. This program would be a boondoggle, and I'm thankful to my colleagues who have joined me in opposing this wasteful program.",Vicky Hartzler,Hartzler,R,R-neutral,R-policy
3499,partisan,policy,From: Vicky Hartzler (Representative from Missouri),"The House-passed solution would tie student loan rates to the free market, saving college students up to $1,413 (Reuters, 7/1/2013). Instead, Senate inaction allowed the rates to double.",Vicky Hartzler,Hartzler,R,R-partisan,R-policy
3500,neutral,support,From: Vicky Hartzler (Representative from Missouri),So good to see you too! Best of luck to you. RT @MatthewBagwill: So it was pretty awsome to see @RepHartzler at her office. #Inspired,Vicky Hartzler,Hartzler,R,R-neutral,R-support
3501,partisan,information,From: Vicky Hartzler (Representative from Missouri),Read my statement on the IRS admitting to inappropriately targeting conservative groups: http://t.co/ZdKwDBuVGB,Vicky Hartzler,Hartzler,R,R-partisan,R-information
3502,neutral,personal,From: Vicky Hartzler (Representative from Missouri),Heading to a Classified Briefing w/ FBI & others to learn info about the Boston bombing and to ask questions such as about Russia's warning.,Vicky Hartzler,Hartzler,R,R-neutral,R-personal
3503,neutral,constituency,From: Vicky Hartzler (Representative from Missouri),RT @MO04FieldReps: Visiting the California Nutrition Center with @RepHartzler #CJ #ZB,Vicky Hartzler,Hartzler,R,R-neutral,R-constituency
